Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,HI,Hawaii,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,534,8.1,7.1,9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,15,BO1,CAT1,HLTHPLN1,RESP054,"(21.304850435000446, -157.85774940299973)"
2014,ID,Idaho,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,787",83.5,81.9,85,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,16,BO1,CAT1,HLTHPLN1,RESP046,"(43.682630005000476, -114.3637300419997)"
2014,ID,Idaho,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,679,16.5,15,18.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,16,BO1,CAT1,HLTHPLN1,RESP054,"(43.682630005000476, -114.3637300419997)"
2014,IL,Illinois,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,687",88.1,86.7,89.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,17,BO1,CAT1,HLTHPLN1,RESP046,"(40.48501028300046, -88.99771017799969)"
2014,IL,Illinois,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,356,11.9,10.5,13.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,17,BO1,CAT1,HLTHPLN1,RESP054,"(40.48501028300046, -88.99771017799969)"
2014,IN,Indiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,462",85.3,84.3,86.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,18,BO1,CAT1,HLTHPLN1,RESP046,"(39.766910452000445, -86.14996019399968)"
2014,IN,Indiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,016",14.8,13.8,15.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,18,BO1,CAT1,HLTHPLN1,RESP054,"(39.766910452000445, -86.14996019399968)"
2014,IA,Iowa,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,712",92.3,91.4,93.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,19,BO1,CAT1,HLTHPLN1,RESP046,"(42.46940091300047, -93.81649055599968)"
2014,IA,Iowa,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,397,7.7,6.8,8.6,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,19,BO1,CAT1,HLTHPLN1,RESP054,"(42.46940091300047, -93.81649055599968)"
2014,KS,Kansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,331",85.5,84.7,86.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,20,BO1,CAT1,HLTHPLN1,RESP046,"(38.34774030000045, -98.20078122699965)"
2014,KS,Kansas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,332",14.5,13.7,15.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,20,BO1,CAT1,HLTHPLN1,RESP054,"(38.34774030000045, -98.20078122699965)"
2014,KY,Kentucky,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,587",90,88.9,91.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,21,BO1,CAT1,HLTHPLN1,RESP046,"(37.645970271000465, -84.77497104799966)"
2014,KY,Kentucky,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,576,10,8.8,11.1,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,21,BO1,CAT1,HLTHPLN1,RESP054,"(37.645970271000465, -84.77497104799966)"
2014,LA,Louisiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,829",81.3,80,82.6,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,22,BO1,CAT1,HLTHPLN1,RESP046,"(31.31266064400046, -92.44568007099969)"
2014,LA,Louisiana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,922,18.7,17.4,20,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,22,BO1,CAT1,HLTHPLN1,RESP054,"(31.31266064400046, -92.44568007099969)"
2014,ME,Maine,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"8,396",89,88,90,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,23,BO1,CAT1,HLTHPLN1,RESP046,"(45.254228894000505, -68.98503133599962)"
2014,ME,Maine,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,717,11,10,12,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,23,BO1,CAT1,HLTHPLN1,RESP054,"(45.254228894000505, -68.98503133599962)"
2014,MD,Maryland,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,030",90.8,89.6,92,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,24,BO1,CAT1,HLTHPLN1,RESP046,"(39.29058096400047, -76.60926011099963)"
2014,MD,Maryland,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,497,9.2,8,10.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,24,BO1,CAT1,HLTHPLN1,RESP054,"(39.29058096400047, -76.60926011099963)"
2014,MA,Massachusetts,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"15,098",95.4,94.8,96,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,25,BO1,CAT1,HLTHPLN1,RESP046,"(42.27687047000046, -72.08269067499964)"
2014,MA,Massachusetts,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,488,4.6,4,5.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,25,BO1,CAT1,HLTHPLN1,RESP054,"(42.27687047000046, -72.08269067499964)"
2014,MI,Michigan,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,860",89.7,88.8,90.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,26,BO1,CAT1,HLTHPLN1,RESP046,"(44.6613195430005, -84.71439026999968)"
2014,MI,Michigan,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,568,10.3,9.3,11.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,26,BO1,CAT1,HLTHPLN1,RESP054,"(44.6613195430005, -84.71439026999968)"
2014,MN,Minnesota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"15,492",92.7,92.1,93.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,27,BO1,CAT1,HLTHPLN1,RESP046,"(46.35564873600049, -94.79420050299967)"
2014,MN,Minnesota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,876,7.3,6.7,7.9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,27,BO1,CAT1,HLTHPLN1,RESP054,"(46.35564873600049, -94.79420050299967)"
2014,MS,Mississippi,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"3,699",81.2,79.3,83.1,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,28,BO1,CAT1,HLTHPLN1,RESP046,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,486,18.8,17,20.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,28,BO1,CAT1,HLTHPLN1,RESP054,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,478",87.1,85.7,88.4,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,29,BO1,CAT1,HLTHPLN1,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,572,12.9,11.6,14.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,29,BO1,CAT1,HLTHPLN1,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MT,Montana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,806",87.1,85.9,88.4,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,30,BO1,CAT1,HLTHPLN1,RESP046,"(47.06652897200047, -109.42442064499971)"
2014,MT,Montana,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,664,12.9,11.6,14.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,30,BO1,CAT1,HLTHPLN1,RESP054,"(47.06652897200047, -109.42442064499971)"
2014,NE,Nebraska,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"20,593",87.7,86.8,88.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,31,BO1,CAT1,HLTHPLN1,RESP046,"(41.6410409880005, -99.36572062299967)"
2014,NE,Nebraska,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,732",12.4,11.5,13.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,31,BO1,CAT1,HLTHPLN1,RESP054,"(41.6410409880005, -99.36572062299967)"
2014,NV,Nevada,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"3,345",82.9,80.7,85,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,32,BO1,CAT1,HLTHPLN1,RESP046,"(39.493240390000494, -117.07184056399967)"
2014,NV,Nevada,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,401,17.1,15,19.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,32,BO1,CAT1,HLTHPLN1,RESP054,"(39.493240390000494, -117.07184056399967)"
2014,NH,New Hampshire,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,497,11.4,10.1,12.7,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,33,BO1,CAT1,HLTHPLN1,RESP054,"(43.65595011300047, -71.50036091999965)"
2014,NH,New Hampshire,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"5,668",88.6,87.3,89.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,33,BO1,CAT1,HLTHPLN1,RESP046,"(43.65595011300047, -71.50036091999965)"
2014,NJ,New Jersey,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"11,886",87.6,86.6,88.5,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,34,BO1,CAT1,HLTHPLN1,RESP046,"(40.13057004800049, -74.27369128799967)"
2014,NJ,New Jersey,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,104",12.5,11.5,13.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,34,BO1,CAT1,HLTHPLN1,RESP054,"(40.13057004800049, -74.27369128799967)"
2014,NM,New Mexico,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,954",84.6,83.3,85.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,35,BO1,CAT1,HLTHPLN1,RESP046,"(34.52088095200048, -106.24058098499967)"
2014,NM,New Mexico,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,949,15.4,14.1,16.8,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,35,BO1,CAT1,HLTHPLN1,RESP054,"(34.52088095200048, -106.24058098499967)"
2014,NY,New York,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,276",87.7,86.6,88.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,36,BO1,CAT1,HLTHPLN1,RESP046,"(42.82700103200045, -75.54397042699964)"
2014,NY,New York,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,565,12.3,11.1,13.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,36,BO1,CAT1,HLTHPLN1,RESP054,"(42.82700103200045, -75.54397042699964)"
2014,NC,North Carolina,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,313",83.9,82.8,85,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,37,BO1,CAT1,HLTHPLN1,RESP046,"(35.466220975000454, -79.15925046299964)"
2014,NC,North Carolina,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,950,16.1,15.1,17.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,37,BO1,CAT1,HLTHPLN1,RESP054,"(35.466220975000454, -79.15925046299964)"
2014,ND,North Dakota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,326",91.2,90,92.4,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,38,BO1,CAT1,HLTHPLN1,RESP046,"(47.47531977900047, -100.11842104899966)"
2014,ND,North Dakota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,421,8.8,7.6,10,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,38,BO1,CAT1,HLTHPLN1,RESP054,"(47.47531977900047, -100.11842104899966)"
2014,OH,Ohio,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,170",89.8,88.7,90.9,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,39,BO1,CAT1,HLTHPLN1,RESP046,"(40.06021014100048, -82.40426005599966)"
2014,OH,Ohio,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,720,10.2,9.2,11.3,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,39,BO1,CAT1,HLTHPLN1,RESP054,"(40.06021014100048, -82.40426005599966)"
2014,OK,Oklahoma,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"7,631",86.1,85,87.1,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,40,BO1,CAT1,HLTHPLN1,RESP046,"(35.47203135600046, -97.52107021399968)"
2014,OK,Oklahoma,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,794,13.9,12.9,15,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,40,BO1,CAT1,HLTHPLN1,RESP054,"(35.47203135600046, -97.52107021399968)"
2014,OR,Oregon,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,852",89,87.6,90.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,41,BO1,CAT1,HLTHPLN1,RESP046,"(44.56744942400047, -120.15503132599969)"
2014,OR,Oregon,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,354,11,9.7,12.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,41,BO1,CAT1,HLTHPLN1,RESP054,"(44.56744942400047, -120.15503132599969)"
2014,PA,Pennsylvania,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"10,243",89.9,88.9,90.8,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,42,BO1,CAT1,HLTHPLN1,RESP046,"(40.79373015200048, -77.86070029399963)"
2014,PA,Pennsylvania,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,707,10.1,9.2,11.1,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,42,BO1,CAT1,HLTHPLN1,RESP054,"(40.79373015200048, -77.86070029399963)"
2014,RI,Rhode Island,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,151",92,90.8,93.2,161,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,44,BO1,CAT1,HLTHPLN1,RESP046,"(41.70828019300046, -71.52247031399963)"
2014,RI,Rhode Island,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,282,8,6.8,9.2,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,44,BO1,CAT1,HLTHPLN1,RESP054,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"9,732",82.9,81.8,84,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,45,BO1,CAT1,HLTHPLN1,RESP046,"(33.998821303000454, -81.04537120699968)"
2014,SC,South Carolina,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"1,243",17.1,16,18.2,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,45,BO1,CAT1,HLTHPLN1,RESP054,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"6,865",90.1,88.6,91.7,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,46,BO1,CAT1,HLTHPLN1,RESP046,"(44.353130053000484, -100.3735306369997)"
2014,SD,South Dakota,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,506,9.9,8.4,11.4,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,46,BO1,CAT1,HLTHPLN1,RESP054,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"4,666",85.8,84.1,87.4,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,47,BO1,CAT1,HLTHPLN1,RESP046,"(35.68094058000048, -85.77449091399967)"
2014,TN,Tennessee,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,463,14.2,12.6,15.9,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,47,BO1,CAT1,HLTHPLN1,RESP054,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"12,935",75.1,73.9,76.3,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,48,BO1,CAT1,HLTHPLN1,RESP046,"(31.827240407000488, -99.42677020599967)"
2014,TX,Texas,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,No,Overall,Overall,"2,404",24.9,23.7,26.1,163,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,48,BO1,CAT1,HLTHPLN1,RESP054,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Health Care Access/Coverage,Health Care Coverage,Do you have any kind of health care coverage?,Yes,Overall,Overall,"13,443",86.1,85.4,86.8,162,%,Crude Prevalence,,,BRFSS,CLASS07,Topic29,49,BO1,CAT1,HLTHPLN1,RESP046,"(39.360700171000474, -111.58713063499971)"
